ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),Æò±ÕÃÖ°í±â¿Â(¡ÆC),Æò±ÕÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â ³ªÅ¸³­³¯(yyyymmdd),ÃÖÀú±â¿Â ³ªÅ¸³­³¯(yyyymmdd),Æò±Õ¼öÁõ±â¾Ð(hPa),ÃÖ°í¼öÁõ±â¾Ð(hPa),ÃÖÀú¼öÁõ±â¾Ð(hPa),ÃÖ°í¼öÁõ±â¾Ð ³ªÅ¸³­³¯(yyyymmdd),ÃÖÀú¼öÁõ±â¾Ð ³ªÅ¸³­³¯(yyyymmdd),Æò±ÕÀÌ½½Á¡¿Âµµ(¡ÆC),Æò±Õ»ó´ë½Àµµ(%),ÃÖ¼Ò»ó´ë½Àµµ(%),ÃÖ¼Ò»ó´ë½Àµµ ³ªÅ¸³­³¯(yyyymmdd),¿ùÇÕ°­¼ö·®(00~24h¸¸)(mm),ÀÏÃÖ´Ù°­¼ö·®(mm),1½Ã°£ÃÖ´Ù°­¼ö·®(mm),10ºÐÃÖ´Ù°­¼ö·®(mm),ÀÏÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),1½Ã°£ÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),10ºÐÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),Æò±ÕÇ³¼Ó(m/s),ÃÖ´ëÇ³¼Ó(m/s),ÃÖ´ë¼ø°£Ç³¼Ó(m/s),ÃÖ´ëÇ³¼Ó Ç³Çâ(16¹æÀ§),ÃÖ´ë¼ø°£Ç³¼Ó Ç³Çâ(16¹æÀ§),ÃÖ´ëÇ³¼Ó ³ªÅ¸³­³¯(yyyymmdd),ÃÖ´ë¼ø°£Ç³¼Ó ³ªÅ¸³­³¯(yyyymmdd),ÃÖ´ÙÇ³Çâ(16¹æÀ§),ÇÕ°è ÀÏÁ¶½Ã°£(hr),ÀÏÁ¶À²(%),ÇÕ°è ÀÏ»ç·®(MJ/m2),ÃÖ½ÉÀû¼³(cm),ÃÖ½É½ÅÀû¼³(cm),3½Ã°£½ÅÀû¼³ÇÕ(cm),ÃÖ½ÉÀû¼³ ³ªÅ¸³­³¯(yyyymmdd),ÃÖ½É½ÅÀû¼³ ³ªÅ¸³­³¯(yyyymmdd)
184,Á¦ÁÖ,2020-06,22.4,26.1,19.8,30.9,15,20200623,20200602,22.5,31.9,7.9,20200613,20200602,19.2,83,42,20200608,221.5,49.3,23.3,10.4,20200618,20200624,20200614,2.7,12.8,27.2,250,230,20200630,20200629,50,164.4,38.16,514.61,,,,,
184,Á¦ÁÖ,2020-07,24.2,27.3,21.8,34.3,19.2,20200719,20200705,25.6,33.6,16.2,20200728,20200702,21.3,85,48,20200719,184.7,71.5,36,10.7,20200727,20200727,20200727,2.9,12.1,20.3,200,200,20200720,20200719,270,114.4,26.14,466.66,,,,,
184,Á¦ÁÖ,2020-08,29.4,32.8,26.8,36.3,24.3,20200815,20200822,29.9,35.2,21,20200827,20200815,24,74,34,20200815,140.4,114.3,26,9,20200826,20200826,20200826,2.9,13.5,27.3,140,140,20200826,20200826,20,239.5,57.82,609.75,,,,,
184,Á¦ÁÖ,2020-09,22.9,25.6,20.6,30.7,16.8,20200908,20200919,21.1,33.8,10.9,20200901,20200919,18,76,31,20200920,400.5,183.6,27.6,6.9,20200902,20200902,20200902,3,25,37.1,20,20,20200902,20200902,50,134.3,36.16,376.53,,,,,
184,Á¦ÁÖ,2020-10,18.4,21.2,16,25.5,12.1,20201002,20201026,13,22.1,6.9,20201004,20201029,10.5,61,30,20201014,53.7,46.4,12,6,20201021,20201021,20201021,2.9,8.8,18.5,70,340,20201008,20201023,180,180,51.21,404.97,,,,,
184,Á¦ÁÖ,2020-11,14.1,17.3,11.2,26.7,7.6,20201117,20201129,10.8,25,4.5,20201119,20201124,7.3,65,28,20201124,28.2,12.2,,,20201119,,,2.9,9.9,17.2,200,230,20201119,20201119,360,130.3,41.59,268.92,,,,,
184,Á¦ÁÖ,2020-12,7.7,10.4,5,15,-1.4,20201223,20201230,6.5,12.3,3.6,20201229,20201219,.4,61,29,20201210,29.5,14.4,,,20201227,,,3.4,12.7,23.8,320,340,20201230,20201230,360,96.2,31.07,205.64,2.1,2,4.7,20201231,20201230
184,Á¦ÁÖ,2021-01,6.8,9.8,3.9,18.2,-3.1,20210115,20210107,6.6,14.9,3.3,20210122,20210119,.3,65,37,20210119,116.6,57.8,,,20210123,,,3.9,12.2,23.4,320,320,20210107,20210107,320,96.5,30.41,216.43,9.2,6.5,13.2,20210109,20210107
184,Á¦ÁÖ,2021-02,9.4,12.8,6.4,23.7,-1.2,20210221,20210217,7.4,15.1,3.2,20210214,20210217,1.9,62,22,20210219,52.8,22.4,,,20210201,,,3.9,11.3,22.2,320,90,20210217,20210226,320,141.2,45.86,311.14,1.8,1.6,2,20210218,20210218
184,Á¦ÁÖ,2021-03,12.5,16.1,9.3,21.9,4.8,20210301,20210303,10,18.8,3,20210327,20210330,6.4,68,14,20210330,81.1,26.9,,,20210304,,,3.1,10.5,17.8,320,290,20210321,20210321,70,177,47.62,453.55,,,,,
184,Á¦ÁÖ,2021-04,15.4,19.2,12.2,25.9,8.2,20210422,20210414,11.1,19.4,3.6,20210403,20210429,7.8,63,12,20210429,58.8,16.9,7.5,2.6,20210412,20210430,20210430,3.2,10.7,22.9,200,200,20210430,20210429,90,216.7,55.44,589.31,,,,,
184,Á¦ÁÖ,2021-05,19,23.5,15.6,30.9,9.4,20210515,20210503,15.1,26.4,3.8,20210516,20210509,12.5,68,13,20210509,100.7,24.4,8,2.8,20210520,20210520,20210516,3,10.9,19.1,230,230,20210528,20210528,270,231.5,53.69,645.53,,,,,
184,Á¦ÁÖ,2021-06,23.4,27,20.8,31.5,18.4,20210609,20210604,21.5,27.7,7.1,20210615,20210604,18.5,75,28,20210604,122.4,86.8,22.5,6.6,20210611,20210611,20210611,2.4,7.6,14.4,250,140,20210603,20210610,50,200.1,46.45,604.98,,,,,
184,Á¦ÁÖ,2021-07,27.8,31.1,25.5,34.2,22.7,20210728,20210704,28.7,35,20.9,20210731,20210728,23.3,78,45,20210727,247.1,155.3,99.2,22.6,20210731,20210731,20210731,3.1,10.7,20.3,230,200,20210703,20210703,50,171.5,39.16,551.05,,,,,
184,Á¦ÁÖ,2021-08,27.3,30.3,25,33.8,22.2,20210804,20210814,28.3,34.8,20.8,20210806,20210820,23.1,79,49,20210803,227.8,57.7,15.2,8.2,20210814,20210802,20210825,2.5,10.5,22.9,140,110,20210824,20210821,110,170.5,41.12,500.53,,,,,
184,Á¦ÁÖ,2021-09,24.9,28,22.5,33.3,19,20210901,20210924,26.2,35,16.2,20210901,20210924,21.8,84,54,20210923,493.1,155,71.7,22.3,20210917,20210917,20210917,3.4,15.3,24.2,50,50,20210917,20210917,90,129.3,34.8,368.49,,,,,
184,Á¦ÁÖ,2021-10,20.1,23.8,17.1,31.8,9,20211010,20211018,18,30.6,7.2,20211010,20211017,14.8,73,39,20211017,32.1,16.4,4.3,1.9,20211012,20211012,20211012,2.9,10.5,16.7,20,20,20211016,20211016,20,193.9,55.1,398.98,,,,,
184,Á¦ÁÖ,2021-11,14,18.1,10.9,23.2,7,20211107,20211130,10.6,19,5.7,20211108,20211122,7.5,66,36,20211117,63.8,34.5,,,20211108,,,3.7,12.6,22.5,340,320,20211111,20211111,320,151.2,48.26,273.16,,,,,
184,Á¦ÁÖ,2021-12,8.9,12.2,6.3,17.4,-.5,20211221,20211226,7.7,13.5,4.3,20211210,20211225,2.8,67,30,20211222,31.4,21.5,,,20211216,,,4.2,14,25.2,340,340,20211217,20211217,340,85.9,27.75,167,4.4,4.4,6.2,20211226,20211226
184,Á¦ÁÖ,2022-01,6.2,9.1,3.9,14.4,.3,20220122,20220121,6.5,11.5,3.4,20220123,20220119,.5,68,25,20220119,33.6,18.8,,,20220105,,,3.5,10.8,20.5,340,320,20220111,20220111,340,80.8,25.49,193.02,.4,.4,.4,20220111,20220111
184,Á¦ÁÖ,2022-02,5.6,8.7,2.9,16.2,0,20220226,20220220,5.6,10,3.5,20220213,20220227,-1.5,62,24,20220226,25.1,11.3,,,20220219,,,4.1,10.2,20,340,340,20220219,20220220,340,92.3,29.99,253.06,.3,.3,.3,20220220,20220220
184,Á¦ÁÖ,2022-03,11.4,15.5,7.8,22.3,4.5,20220312,20220306,9.8,20.1,3.6,20220326,20220327,5.8,70,18,20220327,96.1,32.1,,,20220318,,,3.2,12.1,21,180,180,20220325,20220325,290,163.8,44.09,409.19,,,,,
184,Á¦ÁÖ,2022-04,15.5,19.6,11.9,26.7,5.6,20220425,20220403,12.6,26.9,4.8,20220425,20220417,9.5,70,25,20220417,84,26,9.2,4.7,20220429,20220425,20220425,2.8,10.8,20.1,50,250,20220414,20220426,50,236.6,60.57,599.27,,,,,
184,Á¦ÁÖ,2022-05,19.4,23.1,15.8,29,9.5,20220527,20220503,14.6,22.8,4.2,20220530,20220502,12,65,20,20220527,9.1,8.9,3.3,1.3,20220513,20220513,20220513,2.9,8.3,13.7,20,20,20220513,20220513,50,253.2,58.76,653.49,,,,,
184,Á¦ÁÖ,2022-06,23.9,27.5,21.1,34.4,17.3,20220626,20220605,23.8,32.2,12.8,20220630,20220601,20.1,81,47,20220626,143.6,71.4,21.4,7.2,20220624,20220624,20220624,3.3,11.7,22.3,250,250,20220624,20220624,50,212.9,49.42,611.4,,,,,
184,Á¦ÁÖ,2022-07,28.4,31.8,25.7,36,23.2,20220728,20220716,30.6,38,21.7,20220714,20220726,24.4,80,49,20220728,149,48.3,16.3,6.2,20220730,20220731,20220731,3.1,9.6,19.3,250,180,20220707,20220731,50,230.6,52.62,622.55,,,,,
184,Á¦ÁÖ,2022-08,29.2,32.8,26.2,37.5,21.2,20220810,20220828,30.1,38.5,16.9,20220807,20220827,24,75,42,20220810,124.3,94.3,40.2,14.1,20220817,20220817,20220817,3.1,9.1,17.5,250,250,20220816,20220815,50,232.4,56.01,598.05,,,,,
184,Á¦ÁÖ,2022-09,24.1,26.9,21.9,32.8,17.2,20220916,20220930,24.1,33.8,11,20220905,20220930,20.1,79,25,20220907,265.8,174,22.3,7.4,20220905,20220905,20220905,3.4,17.7,27.8,20,340,20220906,20220906,70,119.3,32.08,362.34,,,,,
184,Á¦ÁÖ,2022-10,18.4,21.7,15.5,30.6,11.5,20221002,20221020,14.9,30.2,7.5,20221003,20221025,12.4,69,39,20221027,22.1,12.1,8.6,5.2,20221009,20221009,20221009,3.5,10.8,19.5,340,320,20221009,20221009,70,187,53.08,410.5,,,,,
184,Á¦ÁÖ,2022-11,15.2,19.3,11.8,27.4,4.1,20221128,20221130,12.5,23.8,5.4,20221129,20221130,9.6,71,26,20221125,87.8,23.3,,,20221120,,,3.1,8.7,17.6,50,20,20221130,20221130,180,154.6,49.3,271.26,,,,,
184,Á¦ÁÖ,2022-12,6.9,9.4,4.5,14.6,-.4,20221209,20221223,6.6,12.4,3.9,20221203,20221218,.9,66,28,20221209,35.3,17.7,,,20221221,,,4.5,12.4,22.9,340,340,20221223,20221223,320,48.7,15.74,137.02,2.7,2.5,4.2,20221223,20221223
184,Á¦ÁÖ,2023-01,6.8,10.4,3.8,20.7,-3.4,20230113,20230124,7,20.4,3.4,20230113,20230125,1,68,32,20230131,42.1,17.7,,,20230113,,,4,13,24.3,340,340,20230124,20230124,340,86.7,27.37,182.43,3.7,3.7,7.1,20230127,20230127
184,Á¦ÁÖ,2023-02,7.7,11.1,4.8,16.4,1.1,20230228,20230221,7.6,14.9,3.7,20230219,20230221,2.4,71,34,20230226,89.6,28.1,,,20230212,,,3.1,10.6,16.1,50,20,20230210,20230210,20,117.2,38.09,266.67,,,,,
184,Á¦ÁÖ,2023-03,12.3,16.4,8.5,22.4,2.4,20230307,20230303,9.7,19.9,3.4,20230322,20230313,5.6,66,26,20230307,49.6,19.2,,,20230317,,,2.7,8.8,16.1,270,320,20230312,20230313,20,211.1,56.84,472.5,,,,,
184,Á¦ÁÖ,2023-04,15.5,19.4,11.8,28.6,7.4,20230418,20230427,12.3,21.4,3,20230418,20230413,9.3,69,14,20230412,62.1,19.8,6.2,1.8,20230414,20230414,20230414,3.6,14,26.1,230,200,20230418,20230418,90,204.1,52.27,514.91,,,,,
184,Á¦ÁÖ,2023-05,19.1,23.1,16,29.9,11.4,20230529,20230508,17.1,28.9,5.4,20230529,20230501,14.5,77,28,20230501,269.3,74,21.5,5.5,20230504,20230503,20230503,2.7,8.7,17,70,90,20230518,20230518,50,180.3,41.87,523.18,,,,,
184,Á¦ÁÖ,2023-06,23.4,26.7,20.4,31.4,15.8,20230629,20230607,21.8,30.4,10.5,20230627,20230604,18.6,76,29,20230604,213,80.9,21.4,9.2,20230625,20230625,20230627,3.1,10.9,18.7,230,200,20230629,20230629,270,170.2,39.51,519.52,,,,,
184,Á¦ÁÖ,2023-07,28.1,31.4,25.6,37.3,21.8,20230710,20230706,28.1,33.4,18.1,20230718,20230706,22.9,75,39,20230710,273.2,52,25.7,11.8,20230722,20230708,20230708,3,10.8,19.5,230,230,20230714,20230714,50,124.6,28.43,487.49,,,,,
184,Á¦ÁÖ,2023-08,28.8,32,26.3,34.8,21.6,20230803,20230831,28.6,33.6,19.9,20230820,20230831,23.2,73,43,20230811,182.5,58.2,21.7,10.2,20230823,20230818,20230823,3.1,12.1,18.8,20,50,20230809,20230809,70,242.9,58.53,609.82,,,,,
184,Á¦ÁÖ,2023-09,25.5,28.4,23,33.3,18.2,20230903,20230930,23,29.1,14.4,20230920,20230923,19.6,71,46,20230929,84.5,43,13.2,5.4,20230916,20230916,20230916,2.8,9.2,16.1,250,270,20230920,20230921,70,182.6,49.07,483.91,,,,,
184,Á¦ÁÖ,2023-10,19.4,23.1,16.4,26.1,13.3,20231019,20231024,13.5,21,7.2,20231003,20231021,11.2,60,28,20231002,36,11.4,8.3,4.3,20231007,20231020,20231020,3,9.8,15.7,20,320,20231020,20231020,180,228.5,64.82,464.83,,,,,
184,Á¦ÁÖ,2023-11,13.7,17.4,10.4,28.4,4.6,20231101,20231126,9.9,22.4,4.5,20231104,20231125,5.9,60,19,20231101,69.1,27.3,,,20231116,,,3.9,12.6,22.9,340,340,20231118,20231118,20,117.1,37.29,238.2,,,,,
184,Á¦ÁÖ,2023-12,9.4,12.9,6.6,23.1,-.6,20231210,20231222,8.1,19.5,3.6,20231211,20231221,3.1,66,29,20231208,73.9,13.8,,,20231210,,,4,11.7,21,340,320,20231216,20231216,320,70.8,22.86,148.86,12.2,8.3,15.4,20231222,20231222
184,Á¦ÁÖ,2024-01,7.8,10.7,5,18.7,-1,20240117,20240123,6.9,14.3,3.7,20240118,20240114,1.1,64,23,20240114,93.4,41.1,,,20240120,,,3.9,11.3,20.7,340,320,20240123,20240123,340,77.6,24.5,176.86,3.7,2.6,5.8,20240124,20240123
184,Á¦ÁÖ,2024-02,9.5,12.4,7.1,20.7,3.4,20240219,20240216,8.7,18.3,4.3,20240219,20240211,4.2,71,27,20240213,205.4,28.3,,,20240222,,,3.6,12.1,22.3,230,230,20240219,20240219,90,60.3,18.91,152.32,,,,,
184,Á¦ÁÖ,2024-03,10.9,14.7,7.6,26.7,1.3,20240330,20240302,8.4,16.3,3.8,20240324,20240301,3.5,62,18,20240329,98.1,19.7,,,20240325,,,3.7,11.5,18.3,270,270,20240329,20240329,340,159.8,42.97,409.42,,,,,
184,Á¦ÁÖ,2024-04,16.4,19.8,13.4,23.6,10.3,20240415,20240407,13.2,20.9,5.8,20240429,20240417,10.8,71,28,20240401,80.2,35.8,10.7,5,20240429,20240429,20240429,2.7,9.3,19.3,50,180,20240415,20240414,90,152.1,38.88,417.26,,,,,
184,Á¦ÁÖ,2024-05,19.1,23,15.6,27,12.4,20240517,20240509,14,24.3,2.7,20240526,20240517,11.4,63,7,20240517,42.9,21.6,9.5,3.9,20240505,20240505,20240505,3.1,10.2,17.2,270,270,20240516,20240516,50,265.9,61.65,677.83,,,,,
184,Á¦ÁÖ,2024-06,23.1,26.5,20.4,31.4,16.8,20240614,20240605,20.5,30.2,7.9,20240630,20240618,17.6,73,17,20240618,271.8,92.9,30.6,10,20240620,20240620,20240629,2.8,12,23.8,230,200,20240630,20240630,50,155,35.97,477.43,,,,,
184,Á¦ÁÖ,2024-07,28.9,32.3,26,35.5,22.6,20240720,20240712,28.6,34.8,20.9,20240724,20240706,23.3,73,37,20240706,156,61.7,38.3,12.6,20240710,20240710,20240719,3.5,12.5,23.5,230,230,20240702,20240702,50,204.9,46.81,554.79,,,,,
184,Á¦ÁÖ,2024-08,29.9,33,27.5,35,25.2,20240819,20240831,30,36.5,20.1,20240803,20240831,24,72,49,20240819,47,31.9,31.9,14.4,20240815,20240815,20240815,2.9,9.2,17.2,50,200,20240828,20240822,50,275.2,66.44,632.4,,,,,
184,Á¦ÁÖ,2024-09,27.6,30.8,25.1,35.1,21.1,20240912,20240924,26.7,35.4,15.8,20240915,20240903,22,73,41,20240903,126.2,26.6,8.8,4.9,20240919,20240916,20240916,2.9,9.2,16.3,250,250,20240921,20240921,90,131.5,45.74,442.14,,,,,
184,Á¦ÁÖ,2024-10,20.9,23.8,18.3,31.3,14.5,20241018,20241024,17.2,26.1,8.3,20241019,20241024,14.8,69,36,20241024,135.2,32.6,21.9,11.2,20241022,20241022,20241022,3.2,10.3,18,20,70,20241001,20241020,70,88,25.88,262.58,,,,,
184,Á¦ÁÖ,2024-11,15.1,18.1,12.5,23.6,7.3,20241116,20241128,11.5,20.4,3.6,20241116,20241118,8.2,65,24,20241118,335.7,238.4,,,20241101,,,3.7,11.8,20.7,320,290,20241128,20241128,320,114.7,36.61,237.93,,,,,
184,Á¦ÁÖ,2024-12,8.7,11.3,6.4,19.8,3.5,20241202,20241219,6.1,12.9,3.7,20241202,20241219,-.3,54,31,20241207,5.8,2.2,,,20241218,,,4.4,11.8,20.2,320,340,20241228,20241228,320,69.8,22.55,169.61,,,,,
184,Á¦ÁÖ,2025-01,6.7,9.8,4,14.7,-.6,20250131,20250109,5.5,9.9,3.3,20250105,20250131,-1.8,56,28,20250120,25.4,9.4,,,20250127,,,4.2,11.7,20.9,340,340,20250109,20250109,320,108.5,34.19,219.4,.8,.8,.9,20250109,20250109
184,Á¦ÁÖ,2025-02,5.2,8.1,2.5,15,-1.7,20250228,20250207,5.4,12.9,2.9,20250212,20250213,-2.4,59,30,20250211,61.4,40.3,,,20250201,,,4.4,11.9,22.8,320,360,20250207,20250223,320,82.5,26.79,229.45,2.8,2.8,7.5,20250208,20250208
184,Á¦ÁÖ,2025-03,11.5,15.2,8.3,28.8,2.6,20250325,20250316,7.8,18.6,2.4,20250327,20250330,2.4,57,9,20250323,82.5,25.5,,,20250303,,,4,12.1,21.2,320,320,20250316,20250316,320,154,41.42,394.06,,,,,
184,Á¦ÁÖ,2025-04,15.4,19.7,11.2,27.5,6.5,20250418,20250401,10.2,20.6,1.8,20250422,20250408,6.1,58,8,20250408,23.9,8.7,3.6,1.3,20250422,20250412,20250412,3.3,11.6,20.8,270,250,20250413,20250416,270,248.7,63.62,625.63,,,,,
184,Á¦ÁÖ,2025-05,18,22,14.6,26.3,10.2,20250520,20250507,13.6,22.4,4.5,20250521,20250505,10.9,66,19,20250505,81.8,31.2,20.7,11.2,20250516,20250501,20250501,2.9,13.4,24.2,200,200,20250503,20250503,20,210.9,48.91,571.77,,,,,
184,Á¦ÁÖ,2025-06,23.4,26.9,20.2,33,16,20250617,20250604,20.4,29.1,5,20250630,20250604,17.3,70,12,20250604,85.1,22.8,15,4.2,20250615,20250615,20250622,2.7,9.8,17.7,230,200,20250621,20250621,20,193.4,44.89,606.8,,,,,
184,Á¦ÁÖ,2025-07,28.3,31.3,25.8,34.7,22.6,20250722,20250714,27.3,32.6,17.6,20250725,20250715,22.5,72,42,20250731,141.9,71.3,25.3,13.2,20250713,20250713,20250718,3.2,8.7,14.8,250,230,20250717,20250717,50,255,58.22,650.5,,,,,
184,Á¦ÁÖ,2025-08,29.6,32.9,26.9,36.3,22.5,20250826,20250811,29,34.2,20.2,20250809,20250811,23.5,71,46,20250826,72.1,59.8,19.6,10.4,20250811,20250811,20250811,2.8,10.8,20.1,250,20,20250805,20250811,20,231.7,55.9,598.72,,,,,
184,Á¦ÁÖ,2025-09,27.1,30.3,24.6,34.9,20,20250907,20250930,26.2,33.4,14.6,20250916,20250930,21.7,74,44,20250912,326.6,94.4,53.7,16.4,20250928,20250928,20250915,2.8,8,14.9,250,250,20250917,20250917,70,145.5,39.17,419.96,,,,,
184,Á¦ÁÖ,2025-10,21.9,24.8,19.7,31,11.4,20251013,20251029,18.4,30.4,6,20251003,20251028,15.5,68,30,20251031,93.4,65.5,22.4,8.6,20251003,20251003,20251003,3.4,8.7,15.9,140,140,20251003,20251003,20,142.4,40.48,344.23,,,,,
184,Á¦ÁÖ,2025-11,14.4,18.1,11.3,23,5.5,20251130,20251129,9.8,18.3,5.4,20251108,20251125,6.3,59,28,20251113,53,37.6,,,20251108,,,3.4,10.2,20.4,250,290,20251127,20251125,320,150.9,48.16,290.24,,,,,
184,Á¦ÁÖ,2025-12,9.6,13.3,6.1,20.5,1.3,20251220,20251226,7.1,18.2,3.4,20251220,20251231,1.5,58,26,20251231,16,6.4,,,20251211,,,3.8,10.7,22,320,320,20251214,20251226,360,126.4,40.83,224.11,,,,,
185,°í»ê,2016-01,5.6,7.9,3.7,16.1,-6.2,20160103,20160124,6.4,12.9,3.2,20160128,20160124,.2,70,42,20160116,70.1,29.1,,,20160128,,,9.3,26.9,36,320,290,20160124,20160124,320,65.3,20.6,118.54,,,,,
185,°í»ê,2016-02,6.7,9.2,4.1,17.3,-1.1,20160211,20160215,6.8,19.1,3.1,20160213,20160210,.4,66,27,20160210,76.7,48.4,,,20160212,,,9.7,22.3,29.5,340,340,20160214,20160229,340,142.1,44.53,201.1,,,,,
185,°í»ê,2016-03,9.7,12.6,7.1,18.4,.6,20160305,20160301,9.1,17.7,3.4,20160305,20160312,4.6,72,30,20160312,89,45.2,,,20160305,,,6,16.8,25.5,340,360,20160323,20160309,340,207.2,55.68,343.8,,,,,
185,°í»ê,2016-04,14.2,17.7,11.3,22.5,9.7,20160426,20160401,13.4,20,6,20160416,20160424,11.1,84,25,20160424,147.3,43.6,26,9.4,20160413,20160413,20160413,5.6,28,33.4,290,270,20160417,20160417,340,165.6,42.36,336.98,,,,,
185,°í»ê,2016-05,17.5,20.9,14.7,25.5,11.6,20160523,20160516,16.3,23.8,7.7,20160515,20160501,14.2,82,31,20160521,143.2,41.3,14,5.2,20160503,20160503,20160503,5.3,20.3,26.8,340,340,20160516,20160516,340,193,44.81,393.18,,,,,
185,°í»ê,2016-06,21.1,24.2,19,28.1,15,20160623,20160602,22.8,30,11.3,20160623,20160601,19.4,91,32,20160603,193.7,63,25.7,10.6,20160622,20160622,20160622,4.5,13.8,17.4,320,320,20160624,20160624,140,121.2,28.17,334.24,,,,,
185,°í»ê,2016-07,26.1,28.7,23.9,33,21.4,20160731,20160702,29.9,36.7,22.4,20160728,20160715,24,89,68,20160720,117.2,70.5,20.4,9.6,20160712,20160712,20160712,5.1,14.3,18.2,200,200,20160702,20160702,110,218.9,50.02,411.35,,,,,
185,°í»ê,2016-08,27.7,31.1,25.1,34,19.7,20160813,20160828,29.3,37.8,16.7,20160809,20160831,23.5,79,56,20160831,76.4,27.1,24.1,10.2,20160803,20160803,20160803,4.4,19.8,25.1,320,320,20160830,20160830,340,296.7,71.68,473.48,,,,,
185,°í»ê,2016-09,23.4,26.4,21.1,31,18.1,20160927,20160920,24.6,32.6,14.4,20160917,20160920,20.7,86,48,20160921,128.9,63.5,12,4,20160928,20160928,20160928,4.2,13.7,18.4,320,20,20160907,20160919,50,140,37.7,276.77,,,,,
185,°í»ê,2016-10,19.7,22.7,17.5,29.4,11.6,20161003,20161030,18.9,33.6,6.4,20161003,20161030,16,80,35,20161030,122.2,21.5,6.8,2.4,20161022,20161005,20161028,5.7,49,56.5,320,320,20161005,20161005,360,111.6,31.73,222.99,,,,,
185,°í»ê,2016-11,13.4,16.2,10.9,22.2,5.6,20161113,20161124,11.6,23.5,5.4,20161114,20161129,8.4,73,42,20161109,50.7,12.7,,,20161126,,,7,20.8,27.4,340,340,20161124,20161124,340,134.1,42.73,178.24,,,,,
185,°í»ê,2016-12,9.4,12.3,6.8,19.5,2.1,20161221,20161230,8.8,21.6,4.1,20161221,20161216,4.3,71,38,20161211,77.7,29.6,,,20161226,,,8.7,23.1,29.3,340,320,20161227,20161227,340,115.6,38.46,151.16,,,,,
185,°í»ê,2017-01,6.5,9.2,4.2,17.9,.3,20170129,20170123,6.9,17.8,3.9,20170129,20170124,1.1,69,44,20170113,19.6,8.1,,,20170107,,,8.9,27.2,34.6,320,320,20170120,20170120,340,133.3,42,168.42,,,,,
185,°í»ê,2017-02,6.4,9.6,3.2,16.4,-1.4,20170216,20170210,6.7,16.5,3.3,20170222,20170219,.6,67,37,20170213,39.6,27.1,,,20170222,,,10,23.4,30.8,340,340,20170211,20170220,340,177,57.41,232.06,,,,,
185,°í»ê,2017-03,9.4,12.6,6.7,19.1,0,20170319,20170312,7.7,14.1,4,20170329,20170306,2.7,65,26,20170311,34.2,15.7,,,20170320,,,7.2,22.9,28.8,290,320,20170301,20170301,340,193.9,52.15,319.64,,,,,
185,°í»ê,2017-04,14.1,17.6,11.2,21.7,7.1,20170416,20170402,12.7,22.1,4.9,20170416,20170419,10,79,24,20170419,85.1,50.4,8.5,3.8,20170406,20170417,20170417,5.9,17,21.7,270,360,20170429,20170412,340,195.2,49.99,374.44,,,,,
185,°í»ê,2017-05,17.8,21.5,15.1,25.8,12.3,20170521,20170514,16.5,25.3,3.3,20170531,20170507,14.1,81,15,20170507,31.1,20.8,14.3,9,20170512,20170512,20170512,4.8,15.7,21.5,290,110,20170510,20170509,340,243.2,56.48,438.06,,,,,
185,°í»ê,2017-06,20.8,24.2,18.4,27.6,15.1,20170618,20170614,21.7,31.9,11.2,20170630,20170603,18.5,88,31,20170603,114.8,67.4,24.2,7.4,20170629,20170629,20170629,3.9,12.8,18.2,140,140,20170606,20170606,340,180.1,41.88,386.32,,,,,
185,°í»ê,2017-07,27.4,30.1,25.6,34.2,23.4,20170731,20170701,34.6,40.5,28.6,20170725,20170701,26.5,95,69,20170727,23.1,22.4,13.1,7.4,20170711,20170711,20170711,4.6,13.4,16,250,270,20170710,20170710,160,203.5,46.5,403.63,,,,,
185,°í»ê,2017-08,27.6,30.9,25,35.1,21,20170805,20170830,31,41,14.3,20170804,20170827,24.4,84,40,20170827,279.7,109.8,62.8,26.2,20170819,20170819,20170819,5.3,19.7,23.3,290,270,20170808,20170808,140,271.4,65.49,432,,,,,
185,°í»ê,2017-09,23.3,26.4,20.9,29.3,18.3,20170910,20170930,22.8,35.4,7,20170906,20170930,19.3,79,21,20170930,58.3,36.3,12.5,4.8,20170907,20170907,20170907,5.3,16.7,20.7,250,250,20170911,20170911,360,154.2,41.51,295.21,,,,,
185,°í»ê,2017-10,18.7,21.3,16.4,27.3,10.1,20171009,20171031,17.6,29.5,8.9,20171010,20171030,15,80,39,20171013,152.4,70.9,18.1,8.5,20171001,20171002,20171001,6.2,21.8,30.5,340,340,20171029,20171029,50,178,50.54,260.44,,,,,
185,°í»ê,2017-11,12.7,15.9,9.7,22.9,4.8,20171107,20171130,10.9,24.7,5.7,20171107,20171119,7.6,72,39,20171124,6.7,2.6,,,20171129,,,6.9,19.1,26.7,360,340,20171118,20171118,360,178.8,56.98,213.56,,,,,
